module,feature,loading,abs_loading,rank_abs
protein_module_011,AGID00433,0.148092140169405,0.148092140169405,1
protein_module_011,AGID00375,-0.1177660097791409,0.1177660097791409,2
protein_module_011,AGID00215,0.11622717164493206,0.11622717164493206,3
protein_module_011,AGID00131,-0.11580080933394073,0.11580080933394073,4
protein_module_011,AGID00267,0.1152732380298908,0.1152732380298908,5
protein_module_011,AGID00142,-0.11517595976757519,0.11517595976757519,6
protein_module_011,AGID02150,-0.11407937169995871,0.11407937169995871,7
protein_module_011,AGID00438,-0.11089502773321552,0.11089502773321552,8
protein_module_011,AGID00055,-0.1106645836385846,0.1106645836385846,9
protein_module_011,AGID00292,-0.10936809234299044,0.10936809234299044,10
protein_module_011,AGID00052,0.10867732132052808,0.10867732132052808,11
protein_module_011,AGID00441,-0.10812548767792614,0.10812548767792614,12
protein_module_011,AGID00162,0.10727897995223065,0.10727897995223065,13
protein_module_011,AGID02136,-0.10585250958512768,0.10585250958512768,14
protein_module_011,AGID00101,-0.10576566245586343,0.10576566245586343,15
protein_module_011,AGID00051,-0.10462409133148991,0.10462409133148991,16
protein_module_011,AGID00450,-0.10351890726286646,0.10351890726286646,17
protein_module_011,AGID02141,0.10312608558344834,0.10312608558344834,18
protein_module_011,AGID00198,-0.0991256716293814,0.0991256716293814,19
protein_module_011,AGID00513,0.09834265616887278,0.09834265616887278,20
protein_module_011,AGID00420,0.09636044657717353,0.09636044657717353,21
protein_module_011,AGID00317,0.09605155913617774,0.09605155913617774,22
protein_module_011,AGID02195,0.09503805666173812,0.09503805666173812,23
protein_module_011,AGID00231,-0.09270604290269248,0.09270604290269248,24
protein_module_011,AGID00460,-0.09182814763077872,0.09182814763077872,25
protein_module_012,AGID00352,0.1436969538600747,0.1436969538600747,1
protein_module_012,AGID00230,-0.1406349225623445,0.1406349225623445,2
protein_module_012,AGID00234,-0.13202164220136628,0.13202164220136628,3
protein_module_012,AGID02221,0.13023086987080482,0.13023086987080482,4
protein_module_012,AGID00395,-0.1301095566569032,0.1301095566569032,5
protein_module_012,AGID00412,-0.12443200181337163,0.12443200181337163,6
